pickup_borough,year,month,average_trip_duration,average_trip_distance,total_miles,total_trips,co2_month,noise_month,cost_month
Queens,2022,10,462.9177288400888,13.103089842385629,845193.0900000001,63791.2,82259129.72561797,4473268.305617977,9937508.350329172
Staten Island,2022,10,41.12638888888889,14.51328431372549,2960.71,204.0,288153.5957303371,14305.213483146066,34811.07535782513
Unknown,2022,10,16.66934326011681,6.624510612173301,298337.535,25655.0,29035952.00191011,1799020.842696629,3507756.7248912565
Bronx,2022,11,30.90386526111717,11.500905125408943,31638.99,2751.0,3079291.3638202245,192910.01123595503,388966.62797942694
Brooklyn,2022,11,25.89205868255273,57.249639995891535,1114764.99,19472.0,108495442.06044944,1365446.6516853932,13704811.03062454
EWR,2022,11,4.560598290598291,2.4428205128205125,476.35,195.0,46361.16516853932,13674.101123595505,5856.200000000001
Manhattan,2022,11,244.8098970801625,2.870327747668278,3049305.586,567029.0,296776235.7969888,39762112.23595505,37487862.64875239
Queens,2022,11,399.95901702627714,11.556617512452254,752918.5220000001,56949.4,73278429.63555057,3993496.68988764,9256306.179356357
Staten Island,2022,11,46.3695810564663,11.840218579234971,2166.76,183.0,210881.74292134834,12832.617977528089,26637.934107274064
Unknown,2022,11,25.498183620901138,7.33232705045384,237603.485,24458.5,23124959.405280896,1715117.9606741571,2921073.850859662
Bronx,2022,12,14.69273097826087,3.5282336956521743,12689.58,1840.5,1235024.066966292,129062.47752808988,141856.17148346803
Brooklyn,2022,12,25.648515637278017,13.165134842055634,279232.51,21210.0,27176539.344044942,1487321.4606741571,3121526.0727556944
EWR,2022,12,9.026731078904993,2.7856038647343,576.62,207.0,56120.027415730336,14515.58426966292,6446.00574650992
Manhattan,2022,12,28.668431796177757,3.079846454846871,3735118.706666667,987204.3333333334,363523575.6982772,69226317.35205992,41754702.6587181
Queens,2022,12,32.63161322137468,12.702917270670252,2001689.615,150042.5,194816128.5969663,10521519.578651685,22376786.72439254
Staten Island,2022,12,44.18043478260869,14.13144927536232,3900.28,276.0,379598.037752809,19354.11235955056,43601.03238354152
Unknown,2022,12,15.976702664222056,5.8408731086172505,226122.935,24817.0,22007605.201910112,1740257.269662921,2527816.826380786
Bronx,2023,1,30.52552943667937,7.002547649301143,22044.02,3148.0,2145452.8229213483,220749.07865168538,242825.16534974283
Brooklyn,2023,1,24.2271027843479,6.387370222830823,102619.49,16066.0,9987528.341348315,1126605.6853932582,1130401.561391991
EWR,2023,1,3.427579365079365,3.901904761904762,326.93,42.5,31818.73775280899,2980.2528089887637,3601.2864853049227
Manhattan,2023,1,12.062849278268049,2.510336754033245,2610153.6566666667,895322.6666666666,254035404.20277154,62783244.52434456,28752060.344180383
Queens,2023,1,202.76062046389825,11.378944878896492,706316.8200000001,55244.0,68742879.71730338,3873907.910112359,7780409.317620133
Staten Island,2023,1,40.94419475655431,14.504344569288389,3872.66,267.0,376909.89797752805,18722.999999999996,42659.15676193975
Unknown,2023,1,14.605961672979152,5.09924851571297,153735.86000000002,19538.5,14962472.127191013,1370109.8707865167,1693472.2262402647
Bronx,2023,2,29.815801886792453,8.782270440251573,27927.62,3180.0,2718079.1510112355,222993.03370786514,309827.2926061719
Brooklyn,2023,2,25.442864164158014,17.981241629292867,292680.67,16277.0,28485392.848764043,1141401.7640449437,3246981.288926892
EWR,2023,2,28.876328502415458,5.170869565217392,356.79,69.0,34724.887415730336,4838.52808988764,3958.2062391623813
Manhattan,2023,2,142.48670638455815,2.321957389172784,1505711.692,515643.4,146544659.28206742,36158769.20674157,16704272.579540193
Queens,2023,2,95.97061061757614,12.234784753241774,785635.5125,59999.25,76462638.30646066,4207363.137640449,8715791.886782236
Staten Island,2023,2,46.46247863247864,45.01010256410256,8776.97,195.0,854226.0015730336,13674.101123595505,97371.1634713446
Unknown,2023,2,18.584500183224364,7.759345021119019,268209.52,34566.0,26103717.553258426,2423892.2022471908,2975499.8611697285
Bronx,2023,3,30.243043832370795,8.349282541092848,37588.47,4502.0,3658329.5184269664,315696.4269662921,413071.32412307133
Brooklyn,2023,3,26.047934314911927,6.800938382412262,134876.21,19832.0,13126940.797977528,1390691.1460674156,1482196.393133358
EWR,2023,3,10.419897959183674,6.212755102040816,608.85,98.0,59256.839325842695,6872.112359550561,6690.8409864070545
Manhattan,2023,3,195.58502613234796,4.4655407187229645,1476483.61,497408.1666666667,143700011.57101125,34880049.08052434,16225535.112993758
Queens,2023,3,245.22337753644547,12.698872564445551,588141.4571428571,45009.57142857143,57241362.941252,3156232.9807383623,6463268.403147896
Staten Island,2023,3,36.71524024024024,13.106801801801804,2909.71,222.0,283189.977752809,15567.43820224719,31975.703254592212
Unknown,2023,3,18.27578682081932,4.356327117149482,133386.38,30619.0,12981941.83775281,2147114.3707865165,1465824.190412197
Bronx,2023,4,31.42727272727273,10.937546936758894,44275.19,4048.0,4309120.177303371,283860.31460674154,508557.97501212347
Brooklyn,2023,4,25.24736105436773,15.031295564937126,331124.41,22029.0,32226962.240674153,1544752.6853932582,3803393.2644147687
EWR,2023,4,5.291008771929825,3.7305263157894735,283.52,76.0,27593.82292134831,5329.393258426966,3256.5948802351218
Manhattan,2023,4,263.970206284012,5.527741261415608,1260560.722857143,410803.7142857143,122685134.62234351,28807033.492776886,14479174.648286033
Queens,2023,4,221.1251943400676,13.34770510442462,828328.6880000001,62755.2,80617787.58939326,4400620.260674156,9514429.191918297
Staten Island,2023,4,37.05108843537415,14.105183673469387,3455.77,245.0,336335.7274157303,17180.280898876405,39694.00003269655
Unknown,2023,4,18.06339731585518,3.859472846441947,123657.51,32040.0,12035071.366516853,2246760.0,1420366.8664243205
Bronx,2023,6,31.10124843945069,10.783905118601748,43189.54,4005.0,4203458.376179775,280845.0,506820.2078008817
Brooklyn,2023,6,26.25896942715537,11.383418482019364,263366.77,23136.0,25632392.828539327,1622379.5056179774,3090553.8956711977
EWR,2023,6,16.96390977443609,7.812631578947368,1039.08,133.0,101129.33662921347,9326.438202247191,12193.386211609111
Manhattan,2023,6,449.1710872349588,4.050489271960435,1927104.736,574713.8,187557092.39586517,40300998.042696625,22614170.531883027
Queens,2023,6,245.0014763562438,14.363427846327056,1093109.275,81855.25,106387781.34887639,5739984.441011235,12827408.439741915
Staten Island,2023,6,51.20637681159421,17.632652173913044,4055.51,230.0,394705.9283146067,16128.426966292132,47590.56060653931
Unknown,2023,6,19.16841185892268,4.105213325163662,127298.56,31009.0,12389439.626067415,2174462.5730337077,1493821.9446642173
