year,state,Auto,Bus,Truck,Motorcycle,Total_Vehicles
2005,NJ,3957193.0,23258.0,2281050.0,158889.0,6420390.0
2006,NJ,3692966.0,23827.0,2241195.0,163636.0,6121624.0
2007,NJ,3827017.0,23289.0,2396824.0,164024.0,6411154.0
2008,NJ,3826995.0,23287.0,2396600.0,164024.0,6410906.0
2009,NJ,3705322.0,23988.0,2384497.0,157821.0,6271628.0
2010,NJ,3971896.0,24188.0,2631996.0,327530.0,6955610.0
2011,NJ,4416631.0,20583.0,3172253.0,330489.0,7939956.0
2012,NJ,3971265.0,19606.0,3588133.0,332470.0,7911474.0
2013,NJ,3644546.0,20245.0,3244441.0,152111.0,7061343.0
2014,NJ,3476346.0,23829.0,3223962.0,149963.0,6874100.0
2015,NJ,2918603.0,24360.0,2843150.0,152472.0,5938585.0
2016,NJ,2847881.0,25049.0,2916966.0,151101.0,5940997.0
2017,NJ,2798699.0,25097.0,3080936.0,152979.0,6057711.0
2018,NJ,2754253.0,25870.0,3124738.0,150528.0,6055389.0
2019,NJ,2724833.4423679397,27284.886614863626,3320244.1895450563,153461.58167638615,6225824.100204246
2020,NJ,2633586.1499215844,26957.673547228304,3329280.819867815,172225.3000026721,6162049.943339299
1980,NM,686626.0,3714.0,377395.0,50727.0,1118462.0
1981,NM,684667.0,3635.0,359634.0,51912.0,1099848.0
1982,NM,779944.0,3483.0,409734.0,60367.0,1253528.0
1983,NM,798398.0,3775.0,434369.0,54776.0,1291318.0
1984,NM,771476.0,3829.0,444339.0,50245.0,1269889.0
1985,NM,749575.0,3774.0,472352.0,45022.0,1270723.0
1986,NM,821274.0,3820.0,495027.0,46241.0,1366362.0
1987,NM,801040.0,3382.0,480284.0,41407.0,1326113.0
1988,NM,779835.0,3416.0,483309.0,37494.0,1304054.0
1989,NM,789448.0,3427.0,501646.0,35889.0,1330410.0
1990,NM,789624.0,3415.0,508222.0,33464.0,1334725.0
1991,NM,758560.0,3401.0,558527.0,32083.0,1352571.0
1992,NM,730983.0,3444.0,617268.0,31167.0,1382862.0
1993,NM,732480.0,3412.0,684761.0,31244.0,1451897.0
1994,NM,735822.0,3402.0,683216.0,31105.0,1453545.0
1995,NM,763180.0,3435.0,717112.0,31180.0,1514907.0
1996,NM,772175.0,3477.0,720894.0,31578.0,1528124.0
1997,NM,779596.0,3542.0,731361.0,31392.0,1545891.0
1998,NM,821031.0,3632.0,770129.0,32364.0,1627156.0
1999,NM,761012.0,3524.0,811946.0,30669.0,1607151.0
2000,NM,729727.0,3440.0,795343.0,28554.0,1557064.0
2001,NM,671132.0,3402.0,753926.0,28269.0,1456729.0
2002,NM,715474.0,3545.0,819265.0,34467.0,1572751.0
2003,NM,693542.0,3401.0,812407.0,32544.0,1541894.0
2004,NM,695825.0,3533.0,843606.0,36294.0,1579258.0
2005,NM,686258.0,3440.0,858673.0,37663.0,1586034.0
2006,NM,699312.0,3552.0,877956.0,43495.0,1624315.0
2007,NM,703057.0,3426.0,892850.0,46779.0,1646112.0
2008,NM,692415.0,3488.0,873868.0,47176.0,1616947.0
2009,NM,698100.0,3398.0,919206.0,54049.0,1674753.0
2010,NM,702897.0,3330.0,906264.0,53391.0,1665882.0
2011,NM,718457.0,4206.0,984465.0,64912.0,1772040.0
2012,NM,675737.0,5411.0,1057976.0,66666.0,1805790.0
2013,NM,716439.0,5460.0,1095246.0,65321.0,1882466.0
2014,NM,724099.0,7048.0,1134961.0,64598.0,1930706.0
2015,NM,667947.0,6239.0,1086011.0,63248.0,1823445.0
2016,NM,661197.0,6283.0,1094604.0,61877.0,1823961.0
2017,NM,609494.0,6278.0,1066512.0,57718.0,1740002.0
2018,NM,655766.0,5523.0,1102580.0,60348.0,1824217.0
2019,NM,657935.4728909773,5242.368335122649,,61059.59863645473,724237.4398625547
2020,NM,673735.7525877781,5289.507126500793,,59804.45553030725,738829.7152445862
1980,NY,6994316.0,32806.0,974424.0,196247.0,8197793.0
1981,NY,7097565.0,32108.0,990090.0,190561.0,8310324.0
1982,NY,7201767.0,32503.0,1000587.0,191432.0,8426289.0
1983,NY,7357044.0,34657.0,1024802.0,200549.0,8617052.0
1984,NY,7563594.0,32817.0,1048049.0,209264.0,8853724.0
1985,NY,7693628.0,32203.0,1315994.0,245920.0,9287745.0
1986,NY,8021019.0,31742.0,1462614.0,240477.0,9755852.0
1987,NY,8031319.0,27622.0,1533791.0,229089.0,9821821.0
1988,NY,8127939.0,28045.0,1682324.0,218508.0,10056816.0
1989,NY,8168316.0,30093.0,1822130.0,206045.0,10226584.0
1990,NY,8202904.0,32456.0,1960793.0,197935.0,10394088.0
1991,NY,7729805.0,33200.0,2008432.0,197851.0,9969288.0
1992,NY,7630157.0,39667.0,2109730.0,193715.0,9973269.0
1993,NY,7839217.0,40809.0,2282475.0,194990.0,10357491.0
1994,NY,7677546.0,43333.0,2475287.0,176541.0,10372707.0
1995,NY,7645540.0,45776.0,2582720.0,169679.0,10443715.0
1996,NY,7984694.0,44882.0,2705910.0,136246.0,10871732.0
1997,NY,8063496.0,46192.0,2763560.0,135814.0,11009062.0
1998,NY,7664320.0,48636.0,2709077.0,138846.0,10560879.0
1999,NY,7892118.0,50731.0,2813177.0,143547.0,10899573.0
2000,NY,7501343.0,54083.0,2679105.0,107486.0,10342017.0
2001,NY,7597371.0,55698.0,2543399.0,118864.0,10315332.0
2002,NY,7924325.0,58733.0,2472639.0,142790.0,10598487.0
2003,NY,8313058.0,60991.0,2427652.0,150756.0,10952457.0
2004,NY,8548783.0,64151.0,2485851.0,170148.0,11268933.0
2005,NY,8973047.0,67259.0,2822198.0,190635.0,12053139.0
2006,NY,8528457.0,70015.0,2685424.0,203145.0,11487041.0
2007,NY,8866591.0,72484.0,2555438.0,315987.89,11810500.89
2008,NY,8576151.0,72781.0,2439971.0,340131.2,11429034.2
2009,NY,8725551.0,71439.0,2448218.0,345430.0,11590638.0
2010,NY,7950192.0,69081.0,2235826.0,348175.0,10603274.0
2011,NY,5866664.0,48345.0,4169695.0,345855.0,10430559.0
2012,NY,5076204.0,25684.0,5001443.0,345412.32,10448743.32
2013,NY,5203357.0,25738.0,5099921.0,345118.0,10674134.0
2014,NY,5159696.0,26172.0,5371542.0,346210.0,10903620.0
2015,NY,4868521.0,30620.0,5384766.0,354858.0,10638765.0
2016,NY,4890916.0,80780.0,5757925.0,392771.0,11122392.0
2017,NY,4563035.0,80446.0,5821796.0,392178.0,10857455.0
2018,NY,4712779.0,82848.0,6297198.0,389404.0,11482229.0
2019,NY,4564873.300409809,87165.98238147034,6513350.3902444225,397307.58285712637,11562697.255892828
2020,NY,4648122.014876372,83809.27723300607,6671086.427422161,381870.0606014193,11784887.780132959
1980,NC,3395784.0,26398.0,1109666.0,115185.0,4647033.0
1981,NC,3420297.0,29987.0,1095340.0,115280.0,4660904.0
1982,NC,3445754.0,30520.0,1107031.0,115860.0,4699165.0
1983,NC,3461818.0,30553.0,1111010.0,116160.0,4719541.0
1984,NC,3183688.0,31249.0,1153868.0,67735.0,4436540.0
1985,NC,3318744.0,31360.0,1150479.0,67768.0,4568351.0
1986,NC,3471770.0,32473.0,1234713.0,64299.0,4803255.0
1987,NC,3516954.0,32883.0,1320387.0,62786.0,4933010.0
1988,NC,3596846.0,33580.0,1392202.0,58305.0,5080933.0
1989,NC,3610866.0,34455.0,1467903.0,56077.0,5169301.0
1990,NC,3573710.0,34560.0,1553735.0,57079.0,5219084.0
1991,NC,3461570.0,34946.0,1719661.0,58406.0,5274583.0
1992,NC,3392464.0,33592.0,1880855.0,58635.0,5365546.0
1993,NC,3402822.0,33990.0,1927759.0,63674.0,5428245.0
1994,NC,3398511.0,34113.0,2010096.0,64264.0,5506984.0
1995,NC,3517585.0,35323.0,2129347.0,67207.0,5749462.0
1996,NC,3508344.0,34957.0,2275798.0,67855.0,5886954.0
1997,NC,3479993.0,29861.0,2275679.0,70216.0,5855749.0
1998,NC,3530711.0,30739.0,2300380.0,75002.0,5936832.0
1999,NC,3423588.0,29987.0,2236865.0,78733.0,5769173.0
2000,NC,3743066.0,30631.0,2448806.0,82647.0,6305150.0
2001,NC,3713667.0,31226.0,2434858.0,86761.0,6266512.0
2002,NC,3687139.0,31518.0,2430817.0,91063.0,6240537.0
2003,NC,3653665.0,31920.0,2433059.0,95598.0,6214242.0
2004,NC,3657863.0,32815.0,2507792.0,100366.0,6298836.0
2005,NC,3583762.0,33315.0,2531239.0,105376.0,6253692.0
2006,NC,3659926.0,33720.0,2607790.0,110637.0,6412073.0
2007,NC,3601669.0,34400.0,2681079.0,116159.36,6433307.36
2008,NC,3572277.0,34904.0,2641648.0,121958.73,6370787.73
2009,NC,3451087.0,35332.0,2560820.0,128048.0,6175287.0
2010,NC,3281831.0,34380.0,2426618.0,134440.0,5877269.0
2011,NC,3264444.0,18582.0,2743261.0,223305.0,6249592.0
2012,NC,3445365.0,38164.0,4109822.0,199205.0,7792556.0
2013,NC,3495804.0,31278.0,4091279.0,195493.0,7813854.0
2014,NC,3474768.0,31318.0,4176301.0,193643.0,7876030.0
2015,NC,3439151.0,31770.0,4269130.0,188922.0,7928973.0
2016,NC,3546363.0,32525.0,4496137.0,195618.0,8270643.0
2017,NC,3317918.0,32493.0,4531463.0,188843.0,8070717.0
2018,NC,3393781.0,32296.0,4595651.0,188484.0,8210212.0
2019,NC,3308935.397192905,34234.65603686269,4557271.055639243,206957.52994041628,8107398.638809427
2020,NC,3297216.967475043,34102.02803741705,4093141.9009875148,231807.69079110335,7656268.587291078
1980,ND,364909.0,1911.0,260112.0,29672.0,656604.0
1981,ND,374994.0,1913.0,264463.0,31169.0,672539.0
1982,ND,380683.0,1887.0,270456.0,31359.0,684385.0
1983,ND,390331.0,1905.0,273455.0,32182.0,697873.0
1984,ND,414510.0,1911.0,274857.0,31530.0,722808.0
1985,ND,374499.0,1982.0,278646.0,30596.0,685723.0
1986,ND,371710.0,1988.0,273965.0,28118.0,675781.0
1987,ND,377154.0,2267.0,271037.0,25883.0,676341.0
1988,ND,377464.0,2154.0,275516.0,24038.0,679172.0
1989,ND,366736.0,2183.0,267276.0,21737.0,657932.0
1990,ND,364329.0,2161.0,263349.0,20176.0,650015.0
1991,ND,344769.0,2177.0,281726.0,19181.0,647853.0
1992,ND,338633.0,2272.0,314430.0,18464.0,673799.0
1993,ND,340734.0,2320.0,318777.0,17965.0,679796.0
1994,ND,340345.0,2409.0,341886.0,17560.0,702200.0
1995,ND,344363.0,2176.0,348136.0,16894.0,711569.0
1996,ND,338132.0,2267.0,354214.0,16394.0,711007.0
1997,ND,336610.0,2283.0,356213.0,16051.0,711157.0
1998,ND,330275.0,2299.0,339584.0,16167.0,688325.0
1999,ND,342786.0,2289.0,359337.0,16387.0,720799.0
2000,ND,339237.0,2312.0,352311.0,17035.0,710895.0
2001,ND,347620.0,2291.0,357674.0,18214.0,725799.0
2002,ND,348075.0,2438.0,347911.0,17865.0,716289.0
2003,ND,345504.0,2398.0,346339.0,19154.0,713395.0
2004,ND,347009.0,2645.0,351228.0,20953.0,721835.0
2005,ND,341469.0,2580.0,351176.0,23151.0,718376.0
2006,ND,345502.0,2587.0,364080.0,25353.0,737522.0
2007,ND,344258.0,2512.0,363767.0,27554.0,738091.0
2008,ND,346622.0,2504.0,368095.0,31055.0,748276.0
2009,ND,347356.0,2464.0,372251.0,32313.0,754384.0
2010,ND,340756.0,2484.0,392404.0,33569.0,769213.0
2011,ND,328511.0,2616.0,422071.0,32668.0,785866.0
2012,ND,249181.0,2535.0,524628.0,34011.0,810355.0
2013,ND,255183.0,2621.0,551549.0,35756.0,845109.0
2014,ND,250998.0,2692.0,579794.0,37247.0,870731.0
2015,ND,247404.0,2819.0,601572.0,39008.0,890803.0
2016,ND,243338.0,2835.0,609781.0,39000.0,894954.0
2017,ND,276545.0,3331.0,724941.0,51941.0,1056758.0
2018,ND,240048.0,3422.0,617536.0,38947.0,899953.0
2019,ND,274058.98036669637,,,,274058.98036669637
2020,ND,238930.254626164,,,,238930.254626164
1980,OH,6415046.0,27114.0,1329076.0,276080.0,8047316.0
1981,OH,6393685.0,28151.0,1315428.0,271263.0,8008527.0
1982,OH,6324670.0,24906.0,1286284.0,279523.0,7915383.0
1983,OH,6429344.0,31167.0,1307834.0,286290.0,8054635.0
1984,OH,6524410.0,31138.0,1338229.0,271611.0,8165388.0
1985,OH,6393067.0,31158.0,1677387.0,277501.0,8379113.0
1986,OH,6388738.0,31138.0,1739295.0,292863.0,8452034.0
1987,OH,6616121.0,31536.0,1873740.0,278397.0,8799794.0
1988,OH,6612973.0,33614.0,1965409.0,259451.0,8871447.0
1989,OH,7236993.0,33020.0,2243905.0,259244.0,9773162.0
1990,OH,6316634.0,30681.0,2063151.0,228408.0,8638874.0
1991,OH,6344715.0,30979.0,2308905.0,235975.0,8920574.0
1992,OH,6470123.0,31254.0,2528452.0,230291.0,9260120.0
1993,OH,6558202.0,31711.0,2689060.0,233449.0,9512422.0
1994,OH,6668209.0,32279.0,2963239.0,224339.0,9888066.0
1995,OH,6673172.0,32815.0,3104283.0,218502.0,10028772.0
1996,OH,6609252.0,33599.0,3251500.0,219719.0,10114070.0
1997,OH,6700396.0,34444.0,3372811.0,220092.0,10327743.0
1998,OH,6664356.0,35530.0,3339602.0,229306.0,10268794.0
1999,OH,6651554.0,36364.0,3547685.0,240590.0,10476193.0
2000,OH,6709706.0,37583.0,3720187.0,254666.0,10722142.0
2001,OH,6666033.0,38330.0,3850539.0,269082.0,10823984.0
2002,OH,6553274.0,39294.0,3877151.0,271112.0,10740831.0
2003,OH,6518579.0,40514.0,3977279.0,286378.0,10822750.0
2004,OH,6452386.0,41936.0,4141968.0,298652.0,10934942.0
2005,OH,6362255.0,42997.0,4228831.0,308811.0,10942894.0
2006,OH,6438988.0,44484.0,4345371.0,332355.0,11161198.0
2007,OH,6362791.0,45953.0,4439732.0,346925.0,11195401.0
2008,OH,6413063.0,47612.0,4472494.0,370362.0,11303531.0
2009,OH,6318803.0,49365.0,4653961.0,387424.0,11409553.0
2010,OH,5614698.0,46905.0,4139330.0,383966.0,10184899.0
2011,OH,5412188.0,28327.0,4386240.0,390522.0,10217277.0
2012,OH,4738058.0,18185.0,5020317.0,339688.0,10116248.0
2013,OH,4862768.0,41969.0,5053364.0,402264.0,10360365.0
2014,OH,4806759.0,39781.0,5202048.0,404770.0,10453358.0
2015,OH,4738800.0,36946.0,5376621.0,404956.0,10557323.0
2016,OH,4693947.0,40844.0,5543152.0,408114.0,10686057.0
2017,OH,4605459.0,41255.0,5752346.0,410187.0,10809247.0
2018,OH,4603594.0,41512.0,5858774.0,409893.0,10913773.0
2019,OH,4472797.713013849,44791.706521055916,5999645.315590581,427612.76088930486,10944847.49601479
2020,OH,4433979.156162989,46855.44284562999,6024640.00054108,446259.1061843801,10951733.70573408
1980,OK,1707643.0,10474.0,864882.0,129745.0,2712744.0
1981,OK,1684399.0,10968.0,919014.0,131439.0,2745820.0
1982,OK,1787616.0,11229.0,980955.0,135461.0,2915261.0
1983,OK,1757739.0,11548.0,999771.0,130515.0,2899573.0
1984,OK,1758481.0,11748.0,1010682.0,108147.0,2889058.0
1985,OK,1877593.0,11953.0,1021243.0,106416.0,3017205.0
1986,OK,1845133.0,12251.0,1045007.0,69281.0,2971672.0
1987,OK,1650477.0,12480.0,863465.0,69532.0,2595954.0
1988,OK,1596157.0,12724.0,945137.0,65585.0,2619603.0
1989,OK,1606742.0,12958.0,948754.0,61158.0,2629612.0
1990,OK,1637193.0,13197.0,998661.0,60838.0,2709889.0
1991,OK,1573573.0,13447.0,1082292.0,58990.0,2728302.0
1992,OK,1538531.0,13729.0,1184695.0,56937.0,2793892.0
1993,OK,1529400.0,14043.0,1227910.0,55677.0,2827030.0
1994,OK,1516752.0,14406.0,1274592.0,56331.0,2862081.0
1995,OK,1517255.0,14786.0,1324038.0,55480.0,2911559.0
1996,OK,1685876.0,15174.0,1383304.0,59210.0,3143564.0
1997,OK,1528947.0,15538.0,1339234.0,52318.0,2936037.0
1998,OK,1548949.0,15935.0,1354302.0,53326.0,2972512.0
1999,OK,1524424.0,16169.0,1390893.0,53277.0,2984763.0
2000,OK,1587115.0,16593.0,1410783.0,57646.0,3072137.0
2001,OK,1748889.0,17039.0,1515152.0,77566.0,3358646.0
2002,OK,1621817.0,17253.0,1431884.0,66838.0,3137792.0
2003,OK,1622782.0,17500.0,1433425.0,72705.0,3146412.0
2004,OK,1634376.0,17958.0,1498655.0,84651.0,3235640.0
2005,OK,1932704.0,18394.0,1774181.0,82350.0,3807629.0
2006,OK,1606517.0,18634.0,1576680.0,94289.0,3296120.0
2007,OK,1605813.0,18932.0,1599908.0,101606.0,3326259.0
2008,OK,1654409.0,19224.0,1618337.0,116012.0,3407982.0
2009,OK,1670353.0,19673.0,1706369.0,124527.0,3520922.0
2010,OK,1581768.0,20128.0,1755568.0,125520.0,3482984.0
2011,OK,1522613.0,8290.0,1770636.0,127150.0,3428689.0
2012,OK,1361339.0,1946.0,1948971.0,127681.21,3439937.21
2013,OK,1376118.0,2113.0,1954898.0,126883.0,3460012.0
2014,OK,1391802.0,2183.0,1994416.0,129405.0,3517806.0
2015,OK,1156606.0,3205.0,1699608.0,129093.0,2988512.0
2016,OK,1379222.0,3171.0,2219075.0,135937.0,3737405.0
2017,OK,1337624.0,3155.0,2267209.0,136190.0,3744178.0
2018,OK,1296219.0,2859.0,2270493.0,129451.0,3699022.0
2019,OK,1296182.025391448,3279.658938228154,1996499.7249438218,125650.09364232305,3421611.502915821
2020,OK,1422903.0937788342,3687.165894267226,2218563.0776116806,127399.14571142326,3772552.4829962053
1980,OR,1538556.0,8503.0,533548.0,91191.0,2171798.0
1981,OR,1542792.0,8646.0,533108.0,87234.0,2171780.0
1982,OR,1467482.0,8898.0,598316.0,83919.0,2158615.0
1983,OR,1476548.0,11191.0,632784.0,83710.0,2204233.0
1984,OR,1560277.0,9100.0,613148.0,83574.0,2266099.0
